 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20
110,106.135,107.213,107.970,109.228,105.616,116.217,107.178,108.644,110.642,110.670,108.731,108.327,107.527,107.083,106.810,107.475,113.211,110.012,114.348,114.585
111,106.131,106.922,108.324,108.611,105.484,115.130,107.027,108.515,110.479,110.267,108.538,112.127,107.472,106.968,106.603,109.757,112.539,109.648,113.546,121.133
112,106.127,106.648,107.892,108.093,105.468,123.300,106.855,108.600,110.415,110.037,108.514,112.902,107.627,106.998,106.659,110.967,112.139,112.002,118.311,121.052
113,106.164,106.406,107.380,107.748,105.387,126.729,106.753,108.522,110.301,109.759,108.419,112.428,107.522,106.949,106.676,110.774,118.249,114.455,121.460,119.124
114,106.114,106.093,106.977,107.435,105.406,122.955,106.678,108.508,110.214,109.553,108.350,111.998,107.578,106.904,106.608,110.473,119.982,113.272,119.589,117.472
115,106.180,105.946,106.499,107.122,105.271,120.135,106.415,108.508,110.157,109.382,108.277,111.458,107.877,106.829,106.601,110.143,117.654,112.280,117.796,116.378
116,106.218,105.757,106.325,106.906,105.273,118.193,106.410,108.486,110.151,109.293,108.219,110.918,110.072,106.835,106.604,109.710,115.963,111.247,116.523,115.352
117,106.132,105.546,106.000,106.682,105.190,116.443,106.375,108.394,110.022,109.048,108.166,110.498,110.303,106.743,106.485,109.323,114.456,110.567,115.262,114.539
118,106.138,105.443,105.751,106.615,105.183,115.196,106.279,108.428,110.083,108.999,108.204,110.101,110.152,106.779,106.531,109.058,113.392,110.072,114.317,113.994
119,106.126,105.426,105.565,106.544,105.229,121.434,108.507,108.495,110.052,109.065,108.226,109.871,109.979,106.750,106.604,108.895,112.802,109.769,113.978,118.660
120,106.154,105.285,105.447,106.496,105.185,127.021,112.785,108.423,109.960,108.796,108.104,109.532,109.779,106.773,106.486,108.624,112.066,110.087,117.745,121.700
121,106.016,105.093,105.275,106.255,105.068,123.500,112.193,108.335,109.946,108.748,108.075,109.256,109.836,106.660,106.486,108.458,115.772,114.361,121.576,119.607
122,106.146,105.117,105.188,106.185,105.075,120.502,110.961,108.428,109.930,108.724,108.080,109.068,109.803,106.746,106.425,108.289,120.254,113.928,119.674,117.884
123,110.053,105.109,105.131,106.181,105.103,118.319,110.097,111.366,109.893,108.637,108.099,108.924,109.353,106.711,106.507,108.108,118.221,112.836,117.773,116.565
124,112.046,105.144,105.113,106.162,105.152,116.677,109.272,112.581,109.952,108.656,108.186,108.829,109.035,106.801,106.523,108.120,116.160,111.749,116.372,115.592
125,111.380,105.042,106.517,106.172,105.069,115.453,108.697,112.227,109.880,108.642,108.120,108.637,108.777,106.821,106.453,107.950,114.862,110.976,115.193,114.796
126,110.651,105.061,108.475,110.544,105.081,118.841,108.209,111.746,110.016,108.744,108.116,108.584,108.528,106.717,106.496,107.956,113.839,110.397,114.326,114.218
127,109.870,106.510,108.194,113.965,105.065,126.902,107.699,111.267,109.949,108.621,108.397,108.482,108.359,106.679,106.481,107.805,112.981,109.923,113.851,116.171
128,109.223,107.175,107.648,112.908,105.124,124.272,107.383,110.854,109.985,110.830,111.840,108.451,108.170,106.793,106.528,107.805,112.283,109.683,118.160,121.876
129,108.672,106.937,107.241,111.766,105.087,121.051,107.222,110.485,109.895,112.583,112.655,108.380,108.017,106.715,106.528,107.721,113.691,111.721,121.552,120.710
130,108.266,106.656,106.760,110.605,105.140,118.636,106.872,110.178,109.906,112.194,111.882,108.275,107.960,106.770,106.508,107.696,120.318,114.579,119.700,118.648
131,107.821,106.354,106.459,109.680,105.125,117.030,106.808,109.865,109.917,111.656,111.034,108.247,107.817,106.689,106.511,107.657,118.993,113.480,117.755,117.206
132,107.495,106.109,106.025,108.920,105.026,115.698,106.651,109.561,109.898,111.121,110.413,108.171,107.743,106.770,106.431,107.589,116.801,112.315,116.220,115.964
133,107.263,105.961,105.899,108.388,105.094,116.856,106.499,109.453,109.954,110.766,109.983,108.155,107.768,106.814,106.578,107.604,115.088,111.432,115.149,115.081
134,107.018,105.751,105.729,107.895,105.114,126.346,106.417,109.253,109.938,110.354,109.577,108.165,107.620,106.714,106.540,107.538,114.106,110.705,114.379,114.341
135,106.857,105.593,105.527,107.503,105.091,125.088,106.379,109.088,109.941,110.098,109.230,108.173,107.650,106.741,106.493,107.563,113.217,110.314,113.873,114.265
136,106.726,105.492,105.392,107.178,105.076,121.746,106.300,109.022,109.922,109.778,109.018,108.164,107.665,106.707,106.508,107.511,112.568,109.942,118.417,120.533
137,106.630,105.394,105.268,109.283,105.078,119.160,106.186,108.876,109.965,109.570,108.784,108.154,107.572,106.779,106.504,107.511,112.216,109.832,121.455,121.185
138,106.568,105.318,105.742,114.787,105.128,117.361,107.429,108.838,109.989,109.401,108.705,108.145,107.579,106.739,106.529,107.524,118.575,113.886,119.693,119.387
139,106.445,105.242,108.408,114.322,105.050,115.931,112.421,108.762,109.876,109.262,108.523,108.091,107.615,106.710,106.462,107.549,119.879,114.312,117.915,117.763
140,106.407,105.184,108.425,112.844,105.109,115.743,112.601,108.624,109.887,109.159,108.397,108.075,107.488,106.716,106.503,107.525,117.431,112.966,116.260,116.535
141,106.350,105.078,107.885,111.468,105.034,125.191,111.297,108.558,109.875,109.013,108.320,108.101,107.469,106.775,106.408,107.421,115.790,111.840,115.193,115.588
