 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20
41,112.191,110.253,109.139,122.859,107.605,105.223,106.115,111.760,109.247,107.277,108.377,108.152,108.040,107.300,109.239,108.041,110.940,107.121,106.780,108.134
42,111.637,113.253,108.928,120.684,107.584,105.190,106.135,111.034,109.167,107.204,108.257,108.145,107.734,107.002,109.306,107.941,110.422,108.294,106.735,108.263
43,111.080,116.719,108.615,118.555,107.386,105.067,106.123,110.288,108.908,107.071,108.101,108.993,107.348,106.459,109.262,107.800,109.979,109.896,106.659,108.271
44,110.739,115.560,108.456,116.917,107.363,105.045,106.086,109.660,108.880,107.053,108.135,112.732,107.125,106.121,109.192,107.749,109.608,109.427,106.715,108.290
45,110.363,114.112,108.391,115.653,107.976,105.019,106.062,109.197,108.778,107.166,107.983,112.992,107.059,105.793,109.197,107.618,109.392,108.837,106.661,110.906
46,110.131,112.944,108.282,114.584,113.531,105.005,106.080,108.845,108.724,112.092,107.936,112.313,106.866,105.541,109.127,107.609,109.135,108.547,106.618,112.646
47,109.970,111.939,108.212,114.417,113.739,105.006,106.080,108.526,108.660,113.877,107.932,111.555,106.795,105.430,109.255,107.614,109.055,108.139,106.782,112.335
48,109.708,111.142,108.088,122.598,112.712,104.960,106.111,108.250,108.561,113.000,107.933,110.794,106.786,105.299,109.188,107.405,108.810,107.944,106.608,111.730
49,109.553,110.528,108.010,123.619,111.746,104.935,106.146,107.987,108.620,111.945,107.828,110.296,106.651,105.180,109.242,107.374,108.696,107.759,106.504,111.307
50,109.503,110.992,108.996,121.482,110.939,104.965,106.079,107.791,108.568,111.022,107.762,109.693,106.620,105.154,109.072,107.373,108.695,107.632,106.614,110.880
51,109.306,115.939,112.079,119.238,110.134,104.916,106.071,107.586,108.434,110.189,107.861,109.238,106.584,106.864,109.116,107.983,108.543,107.414,106.572,110.387
52,109.211,116.342,111.734,117.361,109.500,105.305,105.974,107.464,108.448,109.546,107.690,109.310,106.561,107.422,115.898,112.204,108.413,107.451,106.588,110.014
53,109.267,114.827,111.179,116.067,109.137,106.410,106.061,107.345,108.466,109.070,107.773,110.500,108.135,107.057,119.775,112.393,108.421,107.354,106.554,109.711
54,110.953,113.566,110.534,114.979,108.748,106.244,106.140,107.416,108.389,108.710,107.801,110.358,110.385,106.662,118.691,111.711,108.431,107.381,106.652,109.555
55,114.180,112.438,110.041,114.098,108.407,106.066,106.121,107.284,108.420,108.280,107.753,109.871,109.925,106.275,117.439,110.955,108.346,107.252,106.607,109.302
56,113.818,111.632,109.531,119.038,108.175,105.784,106.084,107.272,108.382,108.043,107.744,109.560,109.238,105.952,116.159,110.361,108.375,107.307,106.624,109.109
57,112.854,110.950,109.254,124.717,107.999,105.621,106.039,107.221,108.401,107.768,107.728,109.060,108.688,105.644,114.888,109.790,108.340,107.265,106.569,108.955
58,112.211,110.767,108.906,122.434,107.865,105.427,106.172,107.115,108.236,107.693,107.743,108.810,108.195,105.473,113.804,109.331,108.350,107.266,106.607,108.848
59,111.583,111.180,108.719,120.188,107.746,105.336,106.100,107.079,108.364,107.457,107.728,108.600,107.789,105.274,113.067,109.014,108.271,107.583,106.589,108.797
60,111.074,110.520,108.515,118.334,107.735,105.261,106.124,107.072,108.371,107.360,107.712,108.397,107.508,105.229,112.207,108.732,108.324,109.741,106.611,108.678
61,110.722,110.027,108.382,116.731,107.601,105.136,106.054,107.010,108.349,107.275,107.717,108.274,107.343,105.382,111.653,108.516,108.353,109.689,106.624,108.585
62,110.366,109.625,108.253,115.493,107.458,105.058,106.129,107.080,108.358,107.200,107.744,109.490,107.123,107.431,111.145,108.295,108.324,109.050,106.555,108.507
63,110.050,109.291,108.161,114.611,107.399,105.017,106.053,107.010,108.271,107.060,107.689,109.862,106.966,107.496,110.694,108.118,108.261,108.611,106.682,108.525
64,109.847,109.054,108.108,115.701,107.778,104.982,106.232,106.995,108.273,109.018,107.667,109.524,106.866,107.045,110.339,107.882,108.314,108.191,106.554,108.428
65,109.693,109.104,108.013,124.152,113.347,104.967,110.171,107.003,108.248,113.950,107.688,109.201,106.769,106.624,110.159,107.822,108.241,108.013,106.646,108.432
66,109.548,114.566,109.908,123.260,113.796,104.926,111.305,107.044,108.334,113.431,107.730,108.868,106.689,106.237,109.886,107.775,108.275,107.825,106.650,108.436
67,109.406,115.453,112.203,120.933,112.818,104.959,110.738,106.976,108.319,112.528,107.757,108.661,106.674,105.899,109.639,107.746,108.318,107.689,106.648,108.382
68,109.411,114.141,111.812,118.921,111.799,104.935,110.054,107.036,108.326,111.558,107.778,108.474,106.630,105.683,109.574,107.697,108.365,107.519,106.651,108.322
69,109.327,112.994,111.070,117.266,110.913,104.958,109.300,107.019,108.266,110.685,107.755,108.336,106.615,105.462,109.500,107.544,108.261,107.413,106.644,108.300
70,109.296,111.981,110.489,115.981,110.353,104.918,108.827,107.071,108.580,110.040,107.757,108.164,106.576,105.305,109.379,107.512,108.298,107.466,106.661,108.367
71,109.449,111.246,109.995,114.980,109.727,104.933,108.267,107.056,108.750,109.434,110.620,108.773,107.786,105.261,109.258,107.477,108.271,107.373,106.662,108.297
72,113.263,110.589,109.564,114.261,109.161,105.882,107.771,107.007,108.590,108.888,112.750,109.884,110.280,105.581,109.171,108.238,108.220,107.350,106.627,108.314
73,114.187,110.449,109.206,122.114,108.787,106.303,107.508,107.025,108.526,108.532,112.437,109.660,109.928,107.515,109.340,112.461,108.282,107.333,106.627,108.280
74,113.342,114.849,108.925,124.295,108.497,106.176,107.115,107.012,108.594,108.195,111.883,109.309,109.333,107.382,109.199,112.392,108.332,107.273,106.705,108.258
75,112.447,116.576,108.750,121.870,108.143,105.865,106.921,107.017,110.844,107.882,111.243,108.947,108.670,106.947,109.125,111.599,108.227,107.172,106.610,108.256
76,111.849,115.218,108.586,119.626,108.036,105.677,106.807,107.091,111.536,107.745,110.777,108.665,108.249,106.528,109.134,110.975,108.294,107.290,106.691,108.353
77,111.327,113.907,108.399,117.924,107.901,105.485,106.651,111.033,111.079,107.553,110.261,108.427,107.841,106.179,108.976,110.449,108.328,107.212,106.639,108.258
78,111.026,112.687,108.471,116.237,107.716,105.338,106.556,112.708,110.791,107.393,109.856,108.289,107.550,105.864,109.061,109.770,108.348,108.415,106.627,108.320
79,114.418,111.789,111.580,115.314,107.626,105.297,106.482,112.165,110.263,107.390,109.500,108.155,107.349,105.623,110.245,109.402,108.314,109.895,106.662,108.251
80,115.447,111.007,112.235,114.239,107.575,105.138,106.396,111.256,110.019,107.214,109.156,108.399,107.097,105.432,118.608,108.924,108.372,109.368,106.563,108.239
81,114.459,110.595,111.660,118.218,107.580,105.200,106.385,110.615,109.640,107.259,109.049,111.749,107.006,105.355,119.369,108.637,108.287,108.953,106.704,108.292
82,113.408,112.940,110.992,124.697,107.499,105.060,106.292,110.020,109.393,110.243,108.820,112.922,106.901,105.192,118.122,108.554,108.321,108.518,106.651,108.242
83,112.674,116.925,110.453,122.620,110.968,105.041,106.277,109.438,109.251,114.201,108.676,112.202,106.803,106.372,116.832,108.300,108.294,108.241,106.692,108.270
84,112.075,115.727,109.942,120.364,114.212,105.031,106.282,109.001,109.125,113.529,108.552,111.416,106.742,107.625,115.574,108.206,108.337,108.049,106.739,108.306
85,111.512,114.326,109.499,118.419,113.333,104.968,106.213,108.700,109.015,112.526,108.494,110.750,106.653,107.316,114.437,107.968,108.340,107.733,106.690,108.258
86,110.999,113.098,109.064,116.764,112.203,104.940,106.144,108.314,108.700,111.360,108.351,110.082,106.572,106.822,113.438,107.807,108.193,107.637,106.621,108.216
87,110.573,112.001,108.787,115.520,111.253,104.915,106.080,108.066,108.678,110.563,108.225,109.755,106.633,106.379,112.576,107.741,108.259,107.399,106.696,108.123
88,110.338,111.293,108.680,114.668,110.503,104.971,106.177,107.900,108.678,109.998,108.250,109.314,106.632,106.070,111.983,107.765,108.246,107.454,106.709,108.313
89,110.058,110.756,108.497,115.732,109.967,105.185,106.169,107.715,108.598,109.376,108.212,109.201,106.605,105.797,111.386,107.657,108.313,107.444,106.713,111.370
90,109.917,111.268,108.363,124.186,109.408,106.367,106.087,107.580,108.573,108.839,108.158,110.414,107.939,105.599,110.952,107.708,108.990,107.416,106.608,112.814
91,109.719,110.826,108.238,123.401,108.912,106.284,106.142,107.417,108.525,108.433,108.048,110.311,110.282,105.401,110.614,107.550,114.889,107.261,106.653,112.351
92,109.585,110.167,108.131,120.965,108.576,106.024,106.114,107.420,108.461,108.151,108.073,109.887,109.818,105.219,110.232,107.566,115.361,107.247,106.649,111.792
93,109.497,109.744,108.086,118.845,108.316,105.765,106.084,107.270,108.380,107.872,107.859,109.452,109.132,105.216,109.946,107.287,114.319,107.271,106.553,111.348
94,109.397,109.371,109.170,117.230,108.145,105.611,106.112,107.264,108.459,107.737,107.974,109.065,108.623,107.071,109.815,107.539,113.258,107.296,106.616,110.909
95,109.305,109.142,112.214,116.018,107.935,105.465,106.184,107.148,108.402,107.595,107.922,108.904,108.220,107.585,109.628,107.391,112.428,107.228,106.534,110.523
96,109.272,108.956,111.997,114.821,107.764,105.334,106.149,107.176,108.443,107.493,107.929,108.555,107.854,107.121,109.475,107.424,111.728,107.295,106.698,110.184
97,109.257,111.968,111.285,114.018,107.660,105.297,106.119,107.224,108.402,107.321,107.888,108.505,107.550,106.817,109.455,107.466,111.200,107.508,106.677,109.875
98,109.143,115.649,110.678,120.237,107.670,105.203,106.063,107.128,108.401,107.283,107.866,108.402,107.357,106.426,109.383,107.369,110.679,109.790,106.647,109.573
99,109.189,114.644,110.095,124.542,107.595,105.127,106.124,107.193,108.336,107.158,107.844,109.323,107.184,106.035,109.345,107.390,110.244,109.751,106.640,109.316
100,109.135,113.503,109.724,122.152,107.527,105.056,106.203,107.185,108.390,107.194,107.891,109.993,107.045,105.853,109.282,107.400,109.884,109.160,106.727,109.122
101,109.088,112.359,109.247,119.994,107.391,105.019,106.134,107.085,108.293,107.155,107.859,109.649,106.848,105.532,109.186,107.301,109.623,108.731,106.552,108.984
102,109.056,111.528,108.973,118.110,107.720,105.022,106.069,107.127,108.443,107.119,107.822,109.360,106.819,105.362,109.212,107.736,109.391,108.350,106.729,108.838
103,109.024,110.769,108.766,116.602,113.074,104.997,106.175,107.127,108.324,107.563,107.836,108.990,106.696,105.235,109.173,111.998,109.127,108.081,106.623,108.708
104,109.053,110.373,108.565,115.324,113.881,105.002,106.095,107.028,108.317,113.056,107.723,108.665,106.686,105.106,109.070,112.291,108.981,107.944,106.587,108.729
105,108.973,111.891,108.404,114.494,112.753,104.948,106.124,107.069,108.342,113.814,107.787,108.523,106.611,105.228,109.141,111.665,108.859,107.732,106.683,108.617
106,108.929,116.693,108.472,116.005,111.859,104.949,106.118,107.085,108.258,112.902,107.922,108.354,106.624,107.125,109.080,111.049,108.668,107.615,106.732,108.503
107,109.023,115.824,111.240,124.287,110.967,104.957,106.128,107.009,108.257,111.868,107.821,108.231,106.582,107.429,109.034,110.322,108.599,107.463,106.674,108.499
108,109.427,114.432,112.383,123.326,110.378,104.924,106.166,107.115,108.278,111.055,107.813,108.676,108.594,107.096,109.063,109.929,108.522,107.470,106.651,108.508
109,113.276,113.256,111.775,121.045,109.765,105.270,106.124,107.067,108.280,110.243,107.824,109.897,110.312,106.687,109.391,109.457,108.504,107.466,106.722,108.406
110,113.698,112.253,111.161,119.005,109.307,106.360,106.093,107.072,108.355,109.513,107.759,109.854,109.809,106.216,116.897,108.975,108.506,107.448,106.667,108.405
111,112.846,111.379,110.458,117.358,108.833,106.298,106.161,107.070,108.257,109.125,107.793,109.504,109.157,105.985,119.778,108.691,108.376,107.324,106.688,108.473
112,112.147,110.800,109.906,115.849,108.480,106.000,106.137,106.999,108.900,108.710,107.792,109.062,108.630,105.737,118.611,108.392,108.478,107.252,106.597,108.345
113,111.528,110.714,109.572,114.899,108.287,105.837,106.174,107.044,111.300,108.367,107.785,108.835,108.193,105.480,117.305,108.304,108.412,107.465,106.660,108.365
114,111.031,114.964,109.264,114.216,108.084,105.639,106.113,107.061,111.242,108.072,107.835,108.534,107.823,105.306,115.965,108.103,108.417,109.762,108.157,108.333
115,110.563,116.657,108.839,121.614,107.806,105.392,106.093,107.048,110.950,107.742,107.788,108.360,107.451,105.142,114.627,107.856,108.240,109.643,111.356,108.318
116,110.369,115.325,108.728,124.529,107.739,105.328,106.105,110.712,110.553,107.601,107.761,108.189,107.235,105.145,113.646,107.857,108.371,109.192,111.379,108.376
117,110.012,114.008,108.482,121.899,107.641,105.208,106.310,112.591,110.143,107.496,107.826,108.111,107.036,106.097,112.812,107.826,108.351,108.678,110.790,108.260
118,109.806,112.697,108.392,119.779,107.588,105.140,110.175,111.987,109.837,107.468,107.742,109.400,106.950,107.603,112.151,107.575,108.338,108.430,110.232,108.287
119,109.633,111.919,108.334,117.996,107.528,105.111,111.411,111.340,109.656,107.374,109.618,113.055,106.819,107.278,111.494,107.666,108.318,108.051,109.599,108.341
120,109.500,111.208,108.195,116.573,107.468,105.095,110.802,110.650,109.397,107.264,112.748,113.029,106.779,106.877,111.050,107.682,108.314,107.939,109.181,108.348
121,109.396,110.551,108.241,115.358,107.431,104.985,110.087,109.917,109.218,107.204,112.560,112.160,106.642,106.420,110.603,107.444,108.386,107.769,108.698,108.211
122,109.311,111.837,111.254,114.532,108.971,104.993,109.528,109.457,109.111,107.782,112.164,111.356,106.766,106.120,110.348,107.613,108.288,107.646,108.419,108.275
123,109.229,116.404,112.188,116.853,114.024,105.019,108.817,109.013,108.950,113.276,111.559,110.659,106.666,105.838,110.165,107.531,108.340,107.553,108.057,108.325
124,109.123,116.094,111.611,124.646,113.576,104.981,108.340,108.654,108.834,113.846,111.048,110.098,106.648,105.540,109.855,107.494,108.357,107.404,107.862,108.299
125,109.117,114.524,110.935,123.249,112.545,105.005,107.904,108.376,108.742,112.847,110.506,109.656,106.676,105.422,109.711,107.435,108.250,107.442,107.651,108.322
126,109.081,113.366,110.328,120.847,111.609,104.959,107.540,108.112,108.741,111.889,110.073,109.246,106.506,105.282,109.510,107.380,108.292,107.318,107.483,108.263
127,108.972,112.292,109.832,118.742,110.772,104.937,107.313,107.880,108.597,110.973,109.689,109.499,108.494,105.096,109.432,107.382,108.234,107.299,107.313,108.306
128,108.915,111.353,109.327,117.100,110.022,105.183,107.004,107.701,108.495,110.218,109.341,110.452,110.233,106.307,109.206,107.281,108.231,107.202,107.158,108.227
129,108.967,110.842,109.104,115.893,109.588,106.359,106.781,107.617,108.502,109.628,109.155,110.242,109.814,107.571,109.315,107.371,108.296,107.234,107.114,108.362
130,108.897,111.094,108.795,114.776,109.067,106.195,106.680,107.479,108.450,109.119,108.875,109.710,109.111,107.232,109.151,107.762,108.192,107.198,107.042,108.538
131,108.968,111.029,108.655,115.050,108.758,106.045,106.564,107.373,108.509,108.725,108.773,109.341,108.633,106.797,109.152,112.043,108.302,108.041,106.926,112.239
132,111.835,110.369,108.511,123.481,108.453,105.828,106.517,107.349,108.424,108.447,108.528,109.079,108.127,106.419,109.147,112.400,108.349,110.004,106.836,112.630
133,113.874,109.918,108.325,123.836,108.138,105.615,106.405,107.287,108.457,108.141,108.427,108.783,107.806,106.072,109.136,111.803,108.310,109.495,106.681,112.228
134,113.249,109.490,108.258,121.426,108.084,105.451,106.362,107.290,108.410,107.797,108.417,108.572,107.477,105.704,108.986,111.236,108.331,108.980,106.874,111.699
135,112.375,109.223,108.178,119.328,107.833,105.372,106.325,107.162,108.415,107.725,108.267,108.418,107.382,105.557,108.951,110.580,108.285,108.639,106.798,111.246
136,111.789,109.042,108.288,117.626,107.811,105.279,106.290,107.155,108.348,107.516,108.246,108.303,107.131,105.328,109.108,110.038,108.397,108.289,106.728,110.812
137,111.274,109.835,111.499,116.180,107.632,105.129,106.238,107.103,108.361,107.419,108.200,109.446,106.948,105.210,108.902,109.582,112.302,108.036,106.760,110.401
138,110.925,115.291,112.133,115.216,107.609,105.126,106.254,107.132,108.346,107.377,108.103,109.890,106.849,105.196,109.010,109.063,115.659,107.911,106.776,110.069
139,110.430,115.107,111.569,114.278,107.493,105.080,106.232,107.120,108.421,107.304,108.087,109.499,106.815,105.761,112.659,108.799,114.744,107.732,106.685,109.752
140,110.247,113.846,110.851,118.882,107.465,105.046,106.198,107.064,108.344,107.185,108.060,109.242,106.771,107.640,119.531,108.640,113.678,107.574,106.691,109.506
141,109.983,112.815,110.324,124.708,107.449,105.028,106.170,107.016,108.359,107.172,108.032,108.869,106.705,107.281,118.899,108.285,112.887,107.522,106.581,109.354
142,109.837,111.866,109.868,122.482,107.864,104.983,106.170,107.024,108.274,107.143,108.020,108.642,106.627,106.966,117.852,108.095,112.060,107.444,106.580,109.162
143,109.658,111.063,109.405,120.287,113.410,104.959,106.251,107.054,108.326,111.338,108.027,108.456,106.593,106.569,116.514,108.077,111.300,107.356,106.665,109.041
144,109.492,110.405,109.091,118.326,113.680,104.935,106.115,106.986,108.219,113.982,107.997,108.279,106.513,106.166,115.104,108.014,110.743,107.274,106.631,108.796
145,109.498,110.522,108.849,116.827,112.770,104.954,106.190,107.019,108.330,113.159,108.009,108.192,106.538,105.887,114.087,107.748,110.410,107.332,106.665,108.765
146,109.326,115.120,108.631,115.587,111.776,104.936,106.066,106.998,108.187,112.049,107.917,108.871,106.530,105.553,113.214,107.663,109.875,107.280,106.605,108.669
147,109.310,116.477,108.558,114.688,111.014,104.945,106.179,107.041,109.219,111.263,108.029,109.842,109.227,105.484,112.458,107.681,109.693,107.242,106.647,108.600
148,109.230,115.019,108.369,115.004,110.284,104.943,106.145,107.044,111.416,110.495,108.022,109.628,110.261,105.270,111.671,107.697,109.372,107.283,106.799,108.503
149,109.177,113.741,108.301,123.655,109.700,105.754,106.105,107.017,111.638,109.715,108.004,109.345,109.625,105.161,111.211,107.623,109.165,107.229,106.657,108.458
150,109.122,112.654,108.169,123.694,109.160,106.359,106.124,107.006,111.250,109.289,107.951,109.030,108.986,105.102,110.757,107.591,108.880,107.174,106.573,108.465
151,109.116,111.719,108.350,121.450,108.845,106.189,106.127,106.991,110.935,108.843,107.986,108.707,108.550,106.163,110.460,107.403,108.812,107.537,106.604,108.452
152,109.028,110.941,111.501,119.226,108.501,105.910,106.074,107.282,110.505,108.472,107.957,108.440,108.032,107.574,110.065,107.395,108.708,109.857,106.572,108.396
153,109.079,110.603,112.147,117.551,108.237,105.751,106.135,111.727,110.127,108.213,108.039,108.294,107.807,107.260,109.936,107.541,108.620,109.591,106.712,108.382
154,109.009,112.797,111.550,116.202,108.088,105.546,106.159,112.483,109.919,107.933,108.060,108.163,107.455,106.828,109.729,110.325,108.562,109.146,106.552,108.363
155,109.113,116.906,110.831,115.148,107.955,105.467,106.195,111.918,109.654,107.788,108.020,108.402,107.276,106.426,109.646,112.820,108.542,108.792,106.611,108.414
156,109.064,115.778,110.281,114.213,107.819,105.340,106.101,111.124,109.408,107.531,108.022,111.375,107.113,106.060,109.526,112.067,108.475,108.333,106.594,108.420
157,108.985,114.401,109.829,119.750,107.636,105.251,106.070,110.490,109.220,107.419,108.008,113.200,106.910,105.770,109.350,111.385,108.441,108.120,106.654,108.353
158,111.385,113.109,109.384,124.537,107.542,105.121,106.124,109.797,108.925,107.313,107.995,112.500,106.812,105.592,109.239,110.767,108.422,107.811,106.577,108.289
159,113.930,112.174,109.052,122.208,107.478,105.078,106.089,109.340,108.875,107.183,108.035,111.690,106.770,105.369,109.192,110.132,108.359,107.701,106.505,108.271
160,113.363,111.343,108.843,120.072,107.519,105.041,106.133,108.989,108.876,108.079,108.036,110.889,106.716,105.223,109.290,109.647,108.396,107.568,106.664,108.394
161,112.549,110.785,108.638,118.238,107.420,105.025,106.228,108.528,108.729,113.643,108.001,110.315,106.716,105.186,109.088,109.250,108.399,107.463,106.604,108.347
162,111.892,111.419,108.452,116.742,107.387,105.037,106.156,108.269,108.728,113.944,108.038,109.824,106.696,106.255,109.172,108.930,108.345,107.485,106.623,108.406
163,111.376,110.899,108.283,115.542,107.390,105.035,106.147,108.108,108.625,112.898,108.049,109.427,106.645,107.620,109.109,108.692,108.392,107.408,106.687,108.366
164,110.961,110.317,108.263,114.565,107.479,104.958,106.106,107.874,108.551,111.937,107.999,109.369,106.656,107.219,109.153,108.428,108.330,107.480,106.744,108.339
165,110.578,109.806,108.158,115.656,112.286,104.977,106.144,107.731,108.585,111.103,107.960,110.488,106.578,106.902,109.128,108.218,108.321,107.297,106.747,108.396
166,110.256,109.433,108.135,124.058,113.913,104.942,106.098,107.670,108.494,110.265,108.003,110.431,106.540,106.434,109.093,108.086,108.357,107.329,106.699,108.311
167,110.050,109.194,109.686,123.604,112.932,104.905,106.120,107.535,108.482,109.714,108.236,109.933,106.500,106.153,109.187,107.986,108.413,107.301,106.646,108.311
168,109.832,108.965,112.199,121.298,111.953,104.967,106.181,107.492,108.460,109.178,112.244,109.581,107.292,105.872,110.048,107.789,108.327,107.300,106.640,108.352
