 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20
169,117.058,112.053,111.567,113.384,110.456,110.209,107.813,106.679,106.502,105.936,105.883,112.450,108.514,108.661,105.753,108.112,108.436,110.498,109.298,110.955
170,115.233,111.554,110.901,112.596,110.141,117.596,107.296,106.364,106.255,105.838,106.027,111.636,108.459,108.811,105.536,107.573,108.374,110.356,108.722,110.687
171,114.041,114.993,114.544,112.239,110.915,118.277,106.961,106.184,106.127,105.901,109.069,111.237,108.643,112.915,105.432,107.127,108.431,110.373,108.561,110.280
172,113.031,120.536,116.891,111.899,112.164,116.416,106.642,105.948,106.073,105.895,109.318,110.801,113.799,113.959,105.500,106.499,108.351,110.360,108.238,109.817
173,112.188,118.976,115.331,116.142,111.768,114.648,106.406,105.879,108.888,105.902,108.716,110.406,114.532,112.834,105.506,106.208,108.360,110.349,108.636,109.359
174,111.636,117.317,114.031,120.357,111.322,113.351,106.227,105.845,109.511,105.816,108.084,110.195,113.667,111.833,105.537,105.867,108.367,110.270,110.630,109.044
175,113.490,115.802,112.862,118.422,110.917,112.329,106.150,107.483,108.649,105.742,107.565,109.959,112.847,111.006,107.895,105.654,108.410,110.350,110.112,108.839
176,118.855,114.554,111.979,116.579,110.545,111.562,106.046,108.360,107.936,105.735,107.137,109.886,111.952,110.396,108.129,105.465,108.302,113.401,109.426,108.650
177,117.132,113.538,111.256,115.097,110.224,110.910,105.942,107.734,107.200,105.599,106.756,109.611,111.162,110.040,107.375,106.059,108.332,116.258,108.936,108.534
178,115.413,112.804,111.961,114.096,110.425,110.452,105.840,107.289,106.858,105.676,106.549,109.603,110.579,109.691,106.896,108.145,108.302,115.183,108.571,108.380
179,114.130,112.315,117.046,113.366,112.121,110.116,105.882,106.822,106.571,105.613,106.337,109.524,110.157,109.476,106.436,107.720,109.592,114.166,108.322,109.115
180,113.028,111.890,116.190,112.627,111.974,109.973,105.780,106.604,106.357,105.660,106.263,109.454,109.728,109.292,106.123,107.218,112.366,113.288,108.040,111.041
181,112.229,111.567,114.608,112.226,111.560,109.728,105.785,106.286,106.229,105.612,106.199,109.432,109.456,109.110,105.907,106.673,112.309,112.617,109.535,110.676
182,111.617,111.325,113.330,111.954,110.986,109.599,105.758,106.137,108.785,105.616,106.089,109.338,109.185,108.898,105.748,106.217,111.806,111.980,110.389,110.150
183,112.609,111.067,112.321,117.584,110.633,109.456,105.728,105.948,109.533,106.842,105.997,109.352,109.001,108.778,105.578,105.889,111.278,111.524,109.803,109.641
184,118.570,116.993,111.639,120.129,110.346,109.638,106.107,105.798,108.721,110.035,106.008,109.331,108.887,108.812,105.560,105.633,110.847,111.201,109.185,109.292
185,117.263,119.948,111.073,117.989,110.135,116.634,108.357,106.198,108.037,109.688,105.981,111.885,108.744,108.769,105.554,105.474,110.365,111.005,108.862,108.999
186,115.540,118.212,114.175,116.047,111.766,118.127,108.369,108.193,107.279,108.940,105.817,114.854,108.561,108.556,107.712,106.416,110.007,110.664,108.407,108.691
187,114.184,116.579,116.971,114.893,111.971,116.432,107.926,108.054,106.892,108.441,105.877,114.235,108.528,108.671,108.188,107.972,109.783,110.630,108.307,108.597
188,113.015,115.138,115.361,113.746,111.534,114.565,107.354,107.523,106.581,107.998,105.871,113.192,108.465,108.595,107.488,107.521,109.485,110.447,108.202,108.499
189,112.308,114.125,113.935,113.045,111.001,113.288,106.914,106.986,106.305,107.489,105.831,112.363,108.309,109.847,106.925,106.924,109.237,110.402,110.241,108.397
190,111.624,113.288,112.819,112.524,110.664,112.178,106.700,106.700,106.132,107.242,105.841,111.841,108.788,114.171,106.526,106.453,109.151,110.455,110.299,108.313
191,112.445,112.593,112.004,112.160,110.426,111.403,106.434,106.383,105.947,106.985,108.337,111.199,114.070,113.717,106.185,106.086,108.974,110.371,109.553,108.281
192,118.514,112.008,111.309,112.190,110.124,110.925,106.245,106.193,106.364,106.836,109.519,110.775,114.518,112.485,105.962,105.799,108.848,110.288,109.019,108.832
