 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20
59,113.120,116.810,116.275,116.581,111.385,110.591,105.880,108.405,106.311,107.877,105.985,114.950,109.804,108.755,106.601,105.571,111.699,110.318,108.549,108.644
60,112.252,120.053,114.717,115.033,110.857,110.298,105.872,107.836,106.104,107.442,105.934,114.208,109.513,108.721,106.215,105.440,111.148,114.273,110.602,108.481
61,111.559,118.193,113.355,114.073,110.582,109.988,105.809,107.344,106.002,107.122,105.912,113.259,109.305,108.722,105.967,105.986,110.716,116.134,110.152,108.819
62,112.461,116.642,112.458,113.215,110.296,109.744,107.095,106.933,106.529,106.772,105.895,112.447,109.016,108.616,105.718,108.116,110.365,114.961,109.395,110.985
63,118.680,115.182,111.616,112.645,110.545,109.600,108.688,106.520,109.526,106.601,105.857,111.760,108.874,108.805,105.619,107.651,109.985,114.018,108.966,110.775
64,117.506,114.063,111.112,112.301,112.184,112.930,108.267,106.316,109.097,106.474,105.858,111.239,108.709,113.109,105.490,107.026,109.719,113.119,108.637,110.253
65,115.536,113.169,114.033,111.892,111.800,118.856,107.671,106.077,108.283,106.254,106.639,110.748,108.566,113.938,105.430,106.488,109.345,112.403,108.279,109.714
66,114.155,112.634,116.976,118.148,111.430,117.271,107.209,105.933,107.637,106.225,109.567,110.504,108.546,112.780,107.045,106.123,109.271,111.926,108.056,109.435
67,113.141,112.090,115.484,120.214,110.925,115.336,106.846,105.814,107.133,106.055,109.126,110.208,108.533,111.747,108.260,105.848,109.131,111.490,109.610,109.099
68,112.186,111.584,113.957,117.792,110.522,113.722,106.529,105.909,106.622,105.995,108.353,109.977,108.411,110.972,107.620,105.583,108.925,111.066,110.449,108.782
69,111.568,111.396,112.857,116.157,110.200,112.636,106.385,108.204,106.457,105.896,107.867,109.857,110.696,110.420,107.118,105.497,108.813,111.006,109.823,108.633
70,112.622,116.745,111.993,114.737,110.314,111.736,106.258,108.116,106.170,105.844,107.379,109.639,114.661,109.996,106.528,106.564,108.760,110.778,109.191,108.514
71,118.524,120.053,111.245,113.840,112.125,111.093,106.064,107.554,106.989,105.784,106.983,109.587,113.846,109.555,106.131,108.085,108.693,110.597,108.768,108.594
72,117.350,118.398,111.264,113.015,112.039,110.624,106.024,107.090,109.755,105.731,106.663,109.498,112.915,109.267,105.982,107.535,108.539,110.523,108.497,110.721
73,115.414,116.706,116.412,112.373,111.519,110.098,105.856,106.666,109.043,105.692,106.363,109.332,111.921,109.074,105.731,106.858,108.553,110.427,108.104,110.777
74,114.028,115.335,116.333,112.054,111.006,109.943,105.866,106.400,108.286,105.735,106.306,109.418,111.365,108.977,105.489,106.441,108.520,110.455,108.397,110.373
75,112.951,114.195,114.745,112.848,110.531,109.674,105.832,106.188,107.613,105.659,106.223,109.450,110.622,108.887,105.526,106.061,108.451,110.397,110.516,109.788
76,112.167,113.345,113.402,120.107,110.268,112.610,105.720,106.011,107.050,105.553,106.082,109.241,110.207,108.854,105.410,105.808,108.475,110.308,110.175,109.399
77,111.518,112.532,112.353,119.215,110.283,118.922,105.747,105.832,106.696,105.605,105.952,111.628,109.735,108.695,105.371,105.597,108.496,110.356,109.495,109.017
78,112.616,112.103,111.638,117.242,112.123,117.310,106.313,105.823,106.426,105.734,106.037,114.892,109.460,108.698,105.426,105.402,108.427,110.962,109.008,108.922
79,118.710,111.718,111.003,115.601,111.941,115.470,108.580,107.234,106.193,108.993,105.912,114.184,109.254,108.678,107.925,107.167,108.340,116.042,108.581,108.675
80,117.246,111.323,113.967,114.323,111.426,113.747,108.285,108.285,106.052,109.956,105.883,113.107,108.897,108.678,108.082,107.959,108.311,115.576,108.257,108.493
81,115.503,115.340,116.965,113.490,110.996,112.678,107.834,107.752,107.873,109.393,105.856,112.365,108.771,108.659,107.534,107.403,108.400,114.506,108.092,108.606
82,114.084,120.441,115.453,112.840,110.613,111.767,107.371,107.260,109.730,108.802,105.926,111.827,108.726,111.044,106.881,106.868,108.408,113.720,109.389,110.805
83,113.011,118.926,114.062,112.392,110.382,111.106,106.971,106.840,108.840,108.224,105.859,111.157,108.570,114.238,106.452,106.391,108.365,112.792,110.521,110.888
84,112.233,117.189,112.847,112.052,110.190,110.649,106.616,106.563,108.146,107.819,105.887,110.728,108.543,113.348,106.200,105.957,108.726,112.244,110.002,110.358
85,111.593,115.651,112.017,115.227,111.973,110.324,106.437,106.259,107.446,107.352,105.859,110.488,108.468,112.206,105.913,105.776,112.103,111.778,109.498,109.902
86,112.722,114.483,111.358,120.728,112.062,109.948,106.241,106.024,106.924,107.077,107.044,110.167,109.799,111.311,105.731,105.582,112.456,111.384,109.093,109.483
87,118.669,113.553,111.274,118.702,111.497,109.766,106.117,105.995,106.643,106.896,109.551,109.946,114.838,110.678,105.614,105.522,112.030,111.046,108.732,109.096
88,117.397,112.869,116.478,116.740,111.163,109.611,106.003,105.850,106.418,106.682,109.069,109.902,114.438,110.228,105.528,107.623,111.519,110.933,108.466,108.871
89,115.589,112.309,116.332,115.304,110.735,110.401,105.942,105.886,106.117,106.448,108.343,109.698,113.411,109.825,105.592,107.863,110.946,110.741,108.391,108.639
90,114.202,111.776,114.757,114.141,110.326,118.127,105.871,107.958,106.024,106.329,107.806,109.582,112.405,109.594,108.040,107.369,110.474,110.586,110.438,108.551
91,113.154,111.546,113.544,113.338,110.106,117.994,105.836,108.315,105.925,106.147,107.326,109.570,111.630,109.306,108.074,106.932,110.191,110.468,110.464,108.409
92,112.183,112.591,112.474,112.706,111.672,115.944,105.763,107.680,107.869,106.026,106.898,109.436,110.905,109.054,107.425,106.244,109.815,110.388,109.726,108.328
93,111.610,120.084,111.572,112.241,112.062,114.347,105.739,107.166,109.584,105.900,106.618,109.347,110.310,108.914,106.798,105.947,109.515,110.261,109.121,108.177
94,112.515,119.436,111.142,112.045,111.688,113.088,107.122,106.801,108.736,105.879,106.444,109.407,109.945,108.994,106.435,105.802,109.371,110.427,108.782,108.368
95,118.505,117.560,112.625,116.781,111.183,112.103,108.682,106.496,108.092,105.878,106.356,109.361,109.567,108.872,106.138,105.572,109.196,110.333,108.477,110.397
96,117.538,116.121,117.015,120.364,110.664,111.339,108.207,106.296,107.421,105.801,106.205,109.331,109.272,108.765,105.903,105.448,109.046,113.973,108.184,110.693
97,115.691,114.819,115.810,118.183,110.322,110.848,107.641,106.081,106.926,105.752,106.122,109.332,109.052,108.715,105.751,107.523,108.924,116.356,109.031,110.256
98,114.191,113.774,114.257,116.479,110.216,110.389,107.208,105.942,106.631,105.752,106.081,111.477,108.967,109.255,105.490,107.911,108.924,115.191,110.676,109.872
99,113.072,113.002,113.124,114.977,111.120,110.024,106.855,105.802,106.308,105.702,105.970,114.961,108.859,113.670,105.378,107.317,108.829,114.146,110.056,109.410
100,112.308,112.412,112.180,114.051,112.146,109.853,106.587,106.087,106.111,105.643,105.871,114.233,108.756,114.017,105.433,106.781,108.673,113.289,109.386,109.084
101,111.673,112.002,111.472,113.278,111.765,109.705,106.384,108.304,106.033,105.705,105.941,113.273,108.621,112.759,105.264,106.297,108.636,112.504,108.976,108.819
102,112.016,111.597,111.021,112.624,111.270,109.878,106.258,108.119,106.059,105.686,105.879,112.502,108.581,111.856,105.770,105.999,108.582,111.980,108.633,108.665
103,118.207,111.330,115.522,112.202,110.848,117.019,106.085,107.618,108.917,105.663,105.878,111.768,109.144,111.071,108.142,105.753,108.558,111.551,108.303,108.560
104,117.583,111.157,116.668,112.192,110.492,118.242,106.008,107.089,109.396,105.714,105.888,111.307,114.279,110.449,107.866,105.474,108.481,111.236,108.190,108.509
105,115.856,112.843,115.090,119.052,110.169,116.455,105.946,106.720,108.557,109.027,105.921,110.844,114.388,110.014,107.260,105.426,108.470,110.965,110.002,109.227
106,114.323,120.115,113.759,119.853,110.817,114.648,105.837,106.494,107.897,110.060,105.913,110.445,113.366,109.669,106.839,107.411,108.416,110.874,110.420,111.117
107,113.113,119.211,112.741,117.702,112.232,113.306,105.859,106.191,107.262,109.489,105.860,110.264,112.460,109.393,106.432,107.964,108.468,110.654,109.816,110.644
108,112.353,117.438,111.887,116.058,111.834,112.244,105.769,106.008,106.825,108.911,106.493,110.000,111.668,109.144,106.086,107.331,108.392,110.575,109.214,110.137
109,111.583,115.753,111.123,114.674,111.205,111.358,105.770,105.797,106.446,108.437,109.429,109.747,110.889,108.973,105.876,106.785,108.331,110.413,108.658,109.613
110,111.846,114.579,111.809,113.799,110.930,110.878,105.775,105.844,106.303,108.060,109.161,109.692,110.371,108.882,105.647,106.268,108.425,110.459,108.444,109.337
111,118.060,113.674,116.917,113.062,110.535,110.405,106.612,107.178,106.066,107.597,108.438,109.583,109.916,108.852,105.608,106.006,108.283,110.347,108.236,108.947
112,117.779,112.886,116.049,112.434,110.151,110.013,108.649,108.290,105.915,107.084,107.816,109.555,109.506,108.771,105.357,105.723,108.400,110.335,108.506,108.805
113,115.945,112.319,114.637,112.207,110.334,109.904,108.301,107.782,106.895,106.960,107.342,109.472,109.303,108.706,105.910,105.537,108.329,110.353,110.523,108.633
114,114.313,111.943,113.329,113.075,112.086,109.737,107.780,107.346,109.682,106.681,107.015,109.392,109.210,108.733,108.334,105.603,108.329,110.389,110.198,108.505
115,113.227,111.534,112.335,120.073,111.928,109.544,107.313,106.910,109.091,106.453,106.759,109.395,108.985,108.670,107.920,107.826,108.258,110.646,109.461,108.552
116,112.329,111.250,111.533,119.250,111.415,109.426,106.835,106.525,108.194,106.257,106.431,109.339,108.746,108.565,107.310,107.868,110.269,115.594,108.996,110.727
117,111.700,110.978,110.992,117.231,110.903,109.330,106.570,106.319,107.630,106.194,106.330,109.221,108.767,112.002,106.745,107.204,112.396,115.888,108.605,110.827
118,111.720,110.840,114.531,115.677,110.643,113.450,106.416,106.097,107.088,106.035,106.172,109.318,108.600,114.237,106.354,106.719,112.159,114.805,108.308,110.353
119,118.054,113.585,116.826,114.385,110.262,118.637,106.227,105.965,106.710,105.976,106.107,109.283,108.513,113.208,106.029,106.231,111.696,113.783,108.072,109.824
120,117.864,120.124,115.367,113.565,110.192,116.998,106.079,105.802,106.359,105.840,106.058,111.943,109.328,112.177,105.804,105.868,111.235,112.936,109.662,109.430
121,115.954,118.835,113.972,112.837,111.992,115.204,106.010,105.880,106.194,105.893,105.983,114.915,114.588,111.269,105.615,105.723,110.719,112.266,110.735,109.113
122,114.413,117.077,112.819,112.337,111.985,113.637,105.924,108.074,106.112,105.829,105.989,114.157,114.432,110.640,105.514,105.464,110.408,111.844,110.051,108.842
123,113.377,115.620,111.958,112.013,111.588,112.601,105.863,108.197,106.088,105.822,105.930,113.188,113.431,110.206,105.482,105.629,109.931,111.409,109.393,108.619
124,112.424,114.403,111.312,114.820,111.106,111.664,105.818,107.683,109.048,105.800,105.925,112.323,112.479,109.756,105.375,107.882,109.787,111.124,108.951,108.588
125,111.801,113.519,111.268,120.671,110.766,111.021,105.748,107.197,109.569,105.828,105.914,111.758,111.762,109.486,105.379,107.822,109.391,110.843,108.588,108.396
126,111.680,112.779,116.408,118.906,110.300,110.587,105.766,106.764,108.695,105.617,105.857,111.194,111.046,109.272,105.205,107.231,109.308,110.781,108.333,109.332
127,117.741,112.221,116.445,116.836,110.179,110.166,105.786,106.442,107.914,105.649,105.848,110.842,110.497,109.126,106.716,106.673,109.143,110.569,108.410,111.076
128,117.962,111.755,114.835,115.390,111.712,109.902,105.772,106.231,107.288,105.825,105.856,110.441,110.092,109.031,108.320,106.282,109.013,110.531,110.402,110.650
129,116.060,111.377,113.483,114.200,112.022,109.676,107.819,105.970,106.843,109.357,105.817,110.129,109.643,108.859,107.775,105.917,108.788,110.413,110.197,110.084
130,114.555,111.283,112.538,113.375,111.603,109.986,108.597,105.948,106.523,109.973,105.921,110.028,109.321,108.813,107.105,105.705,108.715,110.447,109.637,109.650
131,113.430,111.110,111.705,112.809,111.129,117.127,108.115,105.874,106.357,109.379,108.314,109.813,109.119,108.793,106.709,105.502,108.663,110.352,109.068,109.286
132,112.488,117.765,111.136,112.254,110.761,118.320,107.595,106.819,106.256,108.898,109.543,109.679,108.882,108.655,106.332,105.685,108.642,110.306,108.655,108.940
133,111.818,119.932,113.268,111.952,110.322,116.388,107.124,108.433,108.904,108.345,108.866,109.603,108.686,109.827,106.037,107.921,108.497,110.264,108.380,108.727
134,111.514,118.179,117.121,116.514,110.103,114.669,106.813,107.981,109.615,107.827,108.263,109.557,108.669,114.161,105.782,107.809,108.480,110.304,108.218,108.600
135,117.046,116.373,115.672,120.319,111.445,113.157,106.484,107.424,108.678,107.489,107.612,109.479,108.596,113.712,105.720,107.299,108.523,111.130,108.864,108.456
136,118.210,115.171,114.088,118.200,112.243,112.174,106.320,106.951,107.934,107.054,107.120,109.342,111.735,112.486,105.430,106.660,108.314,116.165,110.468,108.398
137,116.230,114.026,113.004,116.300,111.691,111.493,106.085,106.609,107.304,106.752,106.749,109.368,114.947,111.582,105.387,106.202,108.402,115.586,109.994,110.457
138,114.577,113.169,112.125,115.066,111.183,110.863,106.067,106.335,106.840,106.590,106.611,109.341,114.079,110.889,107.350,105.853,108.362,114.571,109.368,110.870
139,113.410,112.499,111.488,114.007,110.786,110.425,106.000,106.143,106.602,106.376,106.435,109.310,113.029,110.351,108.259,105.672,108.378,113.528,108.918,110.399
140,112.578,111.978,111.195,113.235,110.477,110.135,105.931,106.021,106.324,106.280,106.317,109.385,112.202,110.013,107.700,105.526,108.322,112.770,108.523,109.924
141,111.866,111.610,116.211,112.602,110.156,109.950,105.870,105.927,106.122,106.146,106.221,109.277,111.374,109.615,107.085,105.926,108.419,112.258,108.330,109.499
142,111.403,111.395,116.556,112.232,110.888,112.050,105.815,105.866,105.946,105.993,106.031,109.285,110.706,109.323,106.574,108.032,108.412,111.718,108.048,109.148
143,116.472,111.128,114.838,112.130,112.078,118.979,105.751,107.868,106.332,105.891,105.995,109.243,110.195,109.129,106.171,107.780,109.877,111.280,109.879,108.788
144,118.294,110.972,113.601,119.245,111.851,117.672,105.763,108.269,109.478,105.921,105.955,110.692,109.787,109.041,106.028,107.125,112.361,110.988,110.330,108.674
145,116.346,110.867,112.591,119.754,111.395,115.683,105.735,107.692,109.264,105.884,105.961,114.773,109.446,108.978,105.770,106.597,112.285,110.878,109.730,108.573
146,114.763,110.769,111.735,117.546,110.891,114.158,105.752,107.187,108.381,105.864,105.864,114.342,109.152,108.828,105.609,106.199,111.788,110.675,109.204,108.471
147,113.519,116.013,111.202,115.859,110.501,112.887,105.740,106.873,107.770,105.746,105.938,113.425,108.959,108.807,105.486,105.902,111.280,110.626,108.713,109.443
148,112.473,119.673,112.445,114.606,110.259,111.940,105.643,106.433,107.145,105.693,105.810,112.525,108.761,108.695,105.407,105.592,110.817,110.481,108.407,111.012
149,111.915,118.125,117.063,113.768,110.344,111.360,107.127,106.237,106.775,105.686,105.905,111.894,108.684,108.741,105.381,105.403,110.344,110.348,108.178,110.584
150,111.405,116.442,115.886,113.004,112.090,110.814,108.649,106.124,106.503,105.744,105.898,111.293,108.718,108.703,105.457,106.011,110.029,110.394,108.422,110.078
151,115.236,115.229,114.470,112.403,111.940,110.361,108.113,105.957,106.276,105.733,107.458,110.882,108.602,109.405,107.528,107.974,109.742,110.340,110.494,109.648
152,118.585,114.019,113.148,112.102,111.486,110.151,107.683,105.833,107.965,105.736,109.576,110.419,108.614,113.847,108.129,107.669,109.436,110.263,110.175,109.332
153,116.654,113.217,112.230,113.015,110.994,109.918,107.224,106.151,109.850,105.792,109.023,110.294,110.337,113.835,107.498,107.173,109.248,110.267,109.573,108.953
154,115.046,112.589,111.501,120.078,110.592,109.801,106.831,108.267,108.954,105.795,108.342,110.049,114.809,112.681,106.890,106.597,109.129,110.307,109.028,108.767
155,113.807,112.051,111.004,119.333,110.341,109.546,106.564,108.041,108.188,109.236,107.782,109.837,114.270,111.702,106.541,106.226,108.990,113.455,108.638,108.673
156,112.788,111.730,115.328,117.217,110.123,109.561,106.347,107.567,107.540,110.050,107.275,109.717,113.261,110.969,106.170,105.886,108.921,116.329,108.314,108.494
157,112.025,111.380,116.800,115.679,111.928,109.513,106.130,107.130,107.098,109.500,106.928,109.532,112.201,110.323,105.903,105.695,108.748,115.098,108.043,108.838
158,111.471,111.184,115.250,114.521,111.981,116.211,106.016,106.723,106.673,108.850,106.683,109.549,111.536,110.025,105.649,105.525,108.724,114.129,109.186,110.999
159,114.349,111.084,113.885,113.640,111.643,118.203,105.960,106.396,106.370,108.193,106.446,109.511,110.837,109.613,105.596,106.052,108.673,113.267,110.595,110.734
160,118.699,111.082,112.739,112.935,111.032,116.448,105.891,106.162,106.171,107.850,106.263,109.387,110.330,109.361,105.652,108.105,108.605,112.595,109.996,110.249
161,117.039,118.149,111.961,112.393,110.721,114.783,105.864,106.042,106.008,107.413,106.254,109.404,109.883,109.195,105.507,107.797,108.598,112.032,109.409,109.827
162,115.198,119.604,111.243,112.003,110.330,113.256,105.739,105.823,106.372,107.074,106.086,109.320,109.380,109.023,107.581,107.128,108.506,111.576,108.836,109.410
163,113.962,117.973,112.230,114.837,110.108,112.314,105.775,105.791,109.488,106.829,106.010,109.365,109.304,108.935,108.244,106.559,108.478,111.285,108.627,109.107
164,112.954,116.341,117.082,120.437,111.263,111.414,105.716,106.423,109.129,106.528,105.947,109.217,109.126,108.881,107.444,106.130,108.398,110.902,108.421,108.737
165,112.104,114.995,115.999,118.761,112.097,110.944,105.778,108.519,108.496,106.397,106.029,112.232,108.957,108.775,107.043,105.883,108.464,110.742,108.391,108.626
166,111.574,113.996,114.527,116.696,111.687,110.527,106.555,108.043,107.797,106.298,105.888,114.944,108.825,108.701,106.542,105.657,108.440,110.664,110.309,108.564
167,113.891,113.118,113.180,115.313,111.261,110.045,108.668,107.466,107.180,106.095,105.843,114.067,108.631,108.631,106.163,105.439,108.391,110.488,110.472,108.415
168,118.909,112.510,112.317,114.208,110.796,109.977,108.306,106.945,106.733,106.047,105.821,113.199,108.642,108.665,105.940,106.133,108.381,110.513,109.853,108.809
